npi,pagerank,indegree,outdegree,community_id,doctor_self_pats,total_pats_in_community,total_doctors_in_community,total_links_in_community
7891423929,0.0001977220389475174,3.0,6.0,7,3,549,135,263
5623196575,5.4835346227487394e-05,0.0,1.0,9,2,221,26,43
4672561606,0.00012496129316533067,2.0,0.0,9,3,221,26,43
5625752189,5.4835346227487394e-05,0.0,1.0,312,3,3,2,1
3994125423,0.00010158597751938291,1.0,0.0,312,2,3,2,1
5627797425,5.4835346227487394e-05,0.0,1.0,81,3,623,129,423
1658086121,8.43002000305319e-05,1.0,0.0,163,2,55,20,73
5630883306,5.4835346227487394e-05,0.0,3.0,11,2,91,13,12
5635663650,5.4835346227487394e-05,0.0,1.0,46,2,150,44,159
6634542092,8.733206726260168e-05,1.0,0.0,74,2,185,57,264
5640476576,5.4835346227487394e-05,0.0,1.0,89,2,684,150,427
5646448957,7.013852215512797e-05,1.0,1.0,106,14,162,37,78
5651909138,5.4835346227487394e-05,0.0,2.0,24,2,116,51,134
5652345905,5.4835346227487394e-05,0.0,1.0,313,2,2,2,1
5237358959,0.00010158597751938291,1.0,0.0,313,2,2,2,1
5669065772,5.4835346227487394e-05,0.0,5.0,54,4,177,85,299
5669500993,5.4835346227487394e-05,0.0,1.0,106,3,162,37,78
5671347652,5.4835346227487394e-05,0.0,1.0,314,3,7,3,2
1071143933,0.00014833660881127843,2.0,0.0,314,4,7,3,2
5690825472,5.4835346227487394e-05,0.0,2.0,117,2,158,63,299
1477804124,8.318729587197301e-05,1.0,0.0,122,12,90,14,20
4365926196,9.751539490872501e-05,2.0,0.0,122,2,90,14,20
7149264014,8.318729587197301e-05,1.0,2.0,122,3,90,14,20
5696831073,5.4835346227487394e-05,0.0,1.0,234,2,5,3,2
5709874818,5.4835346227487394e-05,0.0,1.0,182,2,16,3,2
5710456751,0.00015380387309867205,3.0,12.0,74,10,185,57,264
0848493586,0.00010081174903230503,2.0,0.0,74,4,185,57,264
8218159213,0.00013487684681507122,4.0,3.0,74,7,185,57,264
9157677669,0.00012862892313825826,3.0,0.0,74,2,185,57,264
5713018237,5.4835346227487394e-05,0.0,1.0,110,3,212,26,36
9656623009,0.00010158597751938291,1.0,7.0,110,34,212,26,36
5716141045,5.4835346227487394e-05,0.0,1.0,52,3,683,87,389
5717173058,5.4835346227487394e-05,0.0,1.0,315,2,2,2,1
3316330254,0.00010158597751938291,1.0,0.0,315,2,2,2,1
5717804751,8.986666468866058e-05,1.0,1.0,94,3,345,69,188
5718725153,5.4835346227487394e-05,0.0,1.0,94,7,345,69,188
5727319254,5.4835346227487394e-05,0.0,1.0,65,2,491,113,385
5727686274,5.4835346227487394e-05,0.0,1.0,46,2,150,44,159
5728173300,5.4835346227487394e-05,0.0,7.0,59,4,75,43,123
2548164899,0.00011556669865361528,3.0,0.0,33,3,251,50,268
6765391992,7.326434389100029e-05,1.0,0.0,33,2,251,50,268
7159763242,0.00010267235127245346,3.0,7.0,33,3,251,50,268
5733512940,5.4835346227487394e-05,0.0,1.0,1,3,279,73,120
3351396659,7.900216999052533e-05,1.0,0.0,75,2,283,43,143
3514830178,7.900216999052533e-05,1.0,0.0,75,4,283,43,143
5434067689,7.900216999052533e-05,1.0,0.0,75,6,283,43,143
6957276508,0.00012575280128242087,2.0,2.0,25,6,348,105,268
5749392693,5.4835346227487394e-05,0.0,4.0,82,4,115,43,59
6893125058,0.00012325185319211164,2.0,1.0,82,5,115,43,59
9523472165,6.652300405046127e-05,1.0,1.0,82,2,115,43,59
5752590431,5.4835346227487394e-05,0.0,1.0,64,2,51,37,100
5759049693,5.4835346227487394e-05,0.0,1.0,316,2,2,2,1
2504073764,0.00010158597751938291,1.0,0.0,316,2,2,2,1
6515601638,8.65593973783683e-05,1.0,0.0,35,5,676,92,183
5766598072,5.4835346227487394e-05,0.0,1.0,124,3,85,32,66
5769110296,5.4835346227487394e-05,0.0,5.0,54,3,177,85,299
5770636198,5.4835346227487394e-05,0.0,1.0,18,2,294,46,70
5772987699,5.4835346227487394e-05,0.0,1.0,29,9,200,46,79
0139563833,9.187258745926854e-05,1.0,0.0,65,2,491,113,385
5774998588,5.4835346227487394e-05,0.0,1.0,151,5,204,12,15
5778341985,5.4835346227487394e-05,0.0,1.0,3,2,142,55,207
5780635348,5.4835346227487394e-05,0.0,3.0,4,4,361,78,155
1549659824,9.438431389966506e-05,2.0,0.0,4,6,361,78,155
5784784944,5.4835346227487394e-05,0.0,1.0,289,3,14,5,4
9955735024,0.00022659281179458827,1.0,2.0,205,2,3,3,5
5809662675,5.4835346227487394e-05,0.0,7.0,10,2,95,15,55
5814767515,5.4835346227487394e-05,0.0,1.0,2,2,583,89,361
5818274154,6.652300405046127e-05,1.0,1.0,241,3,8,5,6
6290038081,0.00012325185319211164,2.0,0.0,241,2,8,5,6
5822333691,5.4835346227487394e-05,0.0,1.0,23,3,535,70,101
5827818110,5.4835346227487394e-05,0.0,2.0,175,2,9,4,5
5835468264,5.4835346227487394e-05,0.0,1.0,133,3,99,20,29
5842138820,5.4835346227487394e-05,0.0,1.0,81,3,623,129,423
5845176878,5.4835346227487394e-05,0.0,1.0,5,5,383,37,42
5856549262,5.4835346227487394e-05,0.0,1.0,65,2,491,113,385
5857390489,5.4835346227487394e-05,0.0,1.0,68,2,332,39,71
8602686993,0.00013773960853247019,4.0,0.0,33,3,251,50,268
9414198942,7.482073470984718e-05,1.0,9.0,33,2,251,50,268
5863821509,5.4835346227487394e-05,0.0,2.0,4,2,361,78,155
5510084352,0.00012548401713724793,2.0,0.0,4,3,361,78,155
5864994635,5.4835346227487394e-05,0.0,1.0,7,3,549,135,263
5869112473,5.4835346227487394e-05,0.0,1.0,106,2,162,37,78
5872555252,9.609462042887897e-05,2.0,1.0,7,2,549,135,263
4119368160,0.00010825113795463439,1.0,0.0,30,2,247,58,268
5877511382,5.4835346227487394e-05,0.0,1.0,180,2,36,15,18
5877932252,7.821066187343515e-05,1.0,2.0,148,5,50,27,47
0016071950,8.818887972319e-05,1.0,0.0,148,7,50,27,47
5881734558,5.4835346227487394e-05,0.0,1.0,317,4,4,2,1
9257158766,0.00010158597751938291,1.0,0.0,317,3,4,2,1
0619799141,0.0002746667556573752,1.0,0.0,259,2,17,9,10
5889661016,5.4835346227487394e-05,0.0,1.0,318,2,3,2,1
8840892164,0.00010158597751938291,1.0,0.0,318,3,3,2,1
5907081009,5.4835346227487394e-05,0.0,1.0,156,3,28,20,43
4110542705,0.00011033329243437256,2.0,0.0,156,2,28,20,43
5910908591,5.4835346227487394e-05,0.0,1.0,5,3,383,37,42
5911679852,5.4835346227487394e-05,0.0,1.0,73,2,221,35,48
5916352819,5.4835346227487394e-05,0.0,1.0,35,4,676,92,183
